tweet_id	tweet_text	class_label
1064826052730658816	Devin Nunes Claims Democrats Are to Blame for California Wildfires. It’s true. We hoarded all the rakes so we could burn down our own state. Devin stands alongside Trump cuz his ass is too sore to sit down.	not_humanitarian
1065485174891315200	Despite the devastation caused by the California wildfires, dozens of evacuees said it has brought the true meaning of Thanksgiving into stark relief. Being alive - and my family being alive - it makes you realize.	displaced_people_and_evacuations
768565579057856514	All my thoughts and prayers go out to the victims of the earthquake in Italy, so sad #PrayForItaly	sympathy_and_support
1061693665092034560	Sandwiched between dystopian photos of the California fires in the NYT is this Shell ad for a climate-friendlier cruise experience	not_humanitarian
721899379758653440	RT @papermalaysia: Death toll rises to 262 in Ecuador earthquake  #news #malaysiannews #berita #latestnews	injured_or_dead_people
798276902389616640	Also thanks to @jk_rowling im re-reading the whole series in French, currently midway through Azkaban. Its excellent #eqnz stress relief	not_humanitarian
1030729705635295232	@miakhalifa @crowdcowusa Stand with KERALA FLOOD. Please help our Kerala people this crucial situation. We will believe that you can do something for us. Please our dear @miakhalifa Always best in the world ἰE #standwithkerala	requests_or_urgent_needs
1062069813579841536	Miley Cyrus, Neil Young, Robin Thicke, Michael Plen Have All Lost Their Homes In the California Wildfires — Here’s the Latest List of Those Impacted	infrastructure_and_utility_damage
797929135746138112	Early Monday morning a 7.5 magnitude earthquake shook the South Island of New Zealand! New Zealand is my country.Wish us luck @Kat_McNamara	caution_and_advice
797816210268131328	RT @viralpoet: @hebehu @CanterburyEM so according to this Im in a tsunami zone and should evacuate . According to Selwyn council, Im not.	displaced_people_and_evacuations
1177110959388811264	A devastating earthquake has #Pakistan. As a result of the catastrophic #earthquake, many people have reportedly lost their lives &amp; hundreds have been injured. Our teams are on the ground providing essential lifesaving aid. Donate now, help save lives:	rescue_volunteering_or_donation_effort
1032187844633088001	Would appreciate if you could show same sympathy to human life when people are killed and lynched in the name of cow and holiness..	not_humanitarian
1037561059714850817	RT @NeelamAj: I will help kerala flood victims @sinha_ad what about you @ZeeTV #TumseHoPayega	sympathy_and_support
797789979321634818	Am moored in a west coast marina. Just waiting for tsunami warning?!? #EQNZ	caution_and_advice
1030735191889924096	There is new rescue camp in #cherthala needs all the essential items. Please help. Verified info. 2:05 Aug 18. #KeralaFloods #KeralaFloodRelief	requests_or_urgent_needs
1030875026533150720	RT @sanjeevdeshpa13: @niravuparambil @EpicRoflDon  You bastered. Read this what RSS doing in Kerla flood relief. ὇F	not_humanitarian
728603599090024449	@RMWoodBuffalo do you want residents to update their location status at wildfire@rmwb.ca once they relocate from camps north of YMM?	displaced_people_and_evacuations
1030815304752873472	Plzz need help @UkkenTintu @rescue_kerala @SarcasticShiv #Keralafloods #KeralaSOS  , its personally verified. Please guys ὤFὤFὤF #KeralaFloodRelief #KeralaFloods #KeralaSOS	requests_or_urgent_needs
1030724068054654976	RT @DudeOpportunist: @Advaidism A soldier sent by Oman rescuing the flood victims in Kerala.	rescue_volunteering_or_donation_effort
1176866609853542412	RT @RiazSangi: #Junagadh princely state an unresolved issue btw #India #Pakistan after #Kashmir	not_humanitarian
1031462038235762688	#Kerala connect me to who need this, a kind soul wants to help. Do RT I am a juvenile diabetic &amp; I realised need for insulin vials &amp; needles. If, you know anyone who is involved in sending medical kits, I would be happy to sponsor for some of these life-saving medicines	requests_or_urgent_needs
1066118378199310336	Twelve thousand homes burned in Paradise, and more than 4,000 other structures — but the cemetery was left untouched.	infrastructure_and_utility_damage
1066300723720269825	@WTNH Before u start blah blah The Santa Ana winds are strong, extremely dry downslope winds that  sometimes called devil winds in conjunction with Northern Californias fires	not_humanitarian
735609983321001984	Accessing health care can be frustrating for Fort McMurray evacuees without ID: Fort McMurray wildfire evacuees	displaced_people_and_evacuations
1061269721767665670	Trump #again threatens to take away federal funding for California wildfires over ‘gross mismanagement’ #marketwatch #finance #news	not_humanitarian
798411448494030848	RT @TheSpinoffTV: Kaikoura #eqnz aftershocks: the latest probabilities of major shakes in coming days	caution_and_advice
797870610609147905	My heart goes out to everyone affected by the earthquake! ❤️ #earthquake #eqnz #Christchurch	sympathy_and_support
1176515695535939591	A massive #earthquake in #MirpurAJK &amp; #Jhelum areas has left everyone saddened and shocked. Prayers &amp; deepest sympathies to the families affected by this disaster❤️ᾓ2 Also praying for the people of #IOK &amp; hoping for a positive news❤️ᾓ2 Thanks #PakistanArmy for a swift response.	sympathy_and_support
721690554145243137	‘There’s Almost Nothing We Can Do’: Nearly 80 People Killed In Ecuador Earthquake	injured_or_dead_people
